,LENGTH,WIDTH,HEIGHT
481,19.5,6.7,2.8
482,19.5,6.7,2.8
483,19.5,6.7,2.8
484,19.5,6.7,2.8
485,19.5,6.7,2.8
486,19.5,6.7,2.8
487,19.5,6.7,2.8
488,19.5,6.7,2.8
489,19.5,6.7,2.8
490,19.5,6.7,2.8
491,19.5,6.7,2.8
492,19.5,6.7,2.8
493,19.5,6.7,2.8
494,19.5,6.7,2.8
495,19.5,6.7,2.8
496,19.5,6.7,2.8
497,19.5,6.7,2.8
498,19.5,6.7,2.8
499,19.5,6.7,2.8
500,19.5,6.7,2.8
501,19.5,6.7,2.8
502,19.5,6.7,2.8
503,19.5,6.7,2.8
504,19.5,6.7,2.8
505,19.5,6.7,2.8
506,19.5,6.7,2.8
507,19.5,6.7,2.8
508,19.5,6.7,2.8
509,19.5,6.7,2.8
510,19.5,6.7,2.8
511,19.5,6.7,2.8
512,19.5,6.7,2.8
513,19.5,6.7,2.8
514,19.5,6.7,2.8
515,19.5,6.7,2.8
516,19.5,6.7,2.8
517,19.5,6.7,2.8
518,19.5,6.7,2.8
519,19.5,6.7,2.8
520,19.5,6.7,2.8
521,19.5,6.7,2.8
522,19.5,6.7,2.8
523,19.5,6.7,2.8
524,14.9,5.6,3.3
525,14.9,5.6,3.3
526,14.9,5.6,3.3
527,14.9,5.6,3.3
528,14.9,5.6,3.3
529,14.9,5.6,3.3
530,14.9,5.6,3.3
531,14.9,5.6,3.3
532,14.9,5.6,3.3
533,14.9,5.6,3.3
534,14.9,5.6,3.3
535,14.9,5.6,3.3
536,14.9,5.6,3.3
537,14.9,5.6,3.3
538,14.9,5.6,3.3
539,14.9,5.6,3.3
540,14.9,5.6,3.3
541,14.9,5.6,3.3
542,14.9,5.6,3.3
543,14.9,5.6,3.3
544,14.9,5.6,3.3
545,14.9,5.6,3.3
546,14.9,5.6,3.3
547,14.9,5.6,3.3
548,14.9,5.6,3.3
549,14.9,5.6,3.3
550,14.9,5.6,3.3
551,14.9,5.6,3.3
552,14.9,5.6,3.3
553,14.9,5.6,3.3
554,14.9,5.6,3.3
555,14.9,5.6,3.3
556,14.9,5.6,3.3
557,14.9,5.6,3.3
558,14.9,5.6,3.3
559,14.9,5.6,3.3
560,14.9,5.6,3.3
561,14.9,5.6,3.3
562,14.9,5.6,3.3
563,14.9,5.6,3.3
564,14.9,5.6,3.3
565,14.9,5.6,3.3
566,14.9,5.6,3.3
567,14.9,5.6,3.3
568,14.9,5.6,3.3
569,14.9,5.6,3.3
570,14.9,5.6,3.3
571,14.9,5.6,3.3
572,14.9,5.6,3.3
573,14.9,5.6,3.3
574,14.9,5.6,3.3
575,14.9,5.6,3.3
576,14.9,5.6,3.3
577,14.9,5.6,3.3
578,14.9,5.6,3.3
579,14.9,5.6,3.3
580,14.9,5.6,3.3
581,14.9,5.6,3.3
582,14.9,5.6,3.3
583,14.9,5.6,3.3
584,14.9,5.6,3.3
585,14.9,5.6,3.3
586,14.9,5.6,3.3
587,14.9,5.6,3.3
588,14.9,5.6,3.3
589,14.9,5.6,3.3
590,14.9,5.6,3.3
591,14.9,5.6,3.3
592,14.9,5.6,3.3
593,14.9,5.6,3.3
594,14.9,5.6,3.3
595,14.9,5.6,3.3
596,14.9,5.6,3.3
597,14.9,5.6,3.3
598,14.9,5.6,3.3
599,14.9,5.6,3.3
600,14.9,5.6,3.3
601,14.9,5.6,3.3
602,14.9,5.6,3.3
603,14.9,5.6,3.3
604,14.9,5.6,3.3
605,14.9,5.6,3.3
606,14.9,5.6,3.3
607,14.9,5.6,3.3
608,14.9,5.6,3.3
609,14.9,5.6,3.3
610,14.9,5.6,3.3
611,14.9,5.6,3.3
612,14.9,5.6,3.3
613,14.9,5.6,3.3
614,14.9,5.6,3.3
615,14.9,5.6,3.3
616,14.9,5.6,3.3
617,14.9,5.6,3.3
618,14.9,5.6,3.3
619,14.9,5.6,3.3
620,14.9,5.6,3.3
621,14.9,5.6,3.3
622,14.9,5.6,3.3
623,14.9,5.6,3.3
624,14.9,5.6,3.3
625,14.9,5.6,3.3
626,14.9,5.6,3.3
627,14.9,5.6,3.3
628,14.9,5.6,3.3
629,14.9,5.6,3.3
630,14.9,5.6,3.3
631,14.9,5.6,3.3
632,14.9,5.6,3.3
633,14.9,5.6,3.3
634,14.9,5.6,3.3
635,14.9,5.6,3.3
636,14.9,5.6,3.3
637,14.9,5.6,3.3
638,14.9,5.6,3.3
639,14.9,5.6,3.3
640,14.9,5.6,3.3
641,14.9,5.6,3.3
642,14.9,5.6,3.3
643,14.9,5.6,3.3
644,14.9,5.6,3.3
645,14.9,5.6,3.3
646,14.9,5.6,3.3
647,14.9,5.6,3.3
648,14.9,5.6,3.3
649,14.9,5.6,3.3
650,14.9,5.6,3.3
651,14.9,5.6,3.3
652,14.9,5.6,3.3
653,14.9,5.6,3.3
654,14.9,5.6,3.3
655,14.9,5.6,3.3
656,14.9,5.6,3.3
657,14.9,5.6,3.3
658,14.9,5.6,3.3
659,14.9,5.6,3.3
660,14.9,5.6,3.3
661,14.9,5.6,3.3
662,14.9,5.6,3.3
663,14.9,5.6,3.3
664,14.9,5.6,3.3
665,14.9,5.6,3.3
666,14.9,5.6,3.3
667,14.9,5.6,3.3
668,14.9,5.6,3.3
669,14.9,5.6,3.3
670,14.9,5.6,3.3
671,14.9,5.6,3.3
672,14.9,5.6,3.3
673,14.9,5.6,3.3
674,14.9,5.6,3.3
675,14.9,5.6,3.3
676,14.9,5.6,3.3
677,14.9,5.6,3.3
678,14.9,5.6,3.3
679,14.9,5.6,3.3
680,14.9,5.6,3.3
681,14.9,5.6,3.3
682,14.9,5.6,3.3
683,14.9,5.6,3.3
684,14.9,5.6,3.3
685,14.9,5.6,3.3
686,14.9,5.6,3.3
687,14.9,5.6,3.3
688,14.9,5.6,3.3
689,14.9,5.6,3.3
690,14.9,5.6,3.3
691,14.9,5.6,3.3
692,14.9,5.6,3.3
693,14.9,5.6,3.3
694,14.9,5.6,3.3
695,14.9,5.6,3.3
696,14.9,5.6,3.3
697,14.9,5.6,3.3
698,14.9,5.6,3.3
699,14.9,5.6,3.3
700,14.9,5.6,3.3
701,14.9,5.6,3.3
702,14.9,5.6,3.3
703,14.9,5.6,3.3
704,14.9,5.6,3.3
705,14.9,5.6,3.3
706,14.9,5.6,3.3
707,14.9,5.6,3.3
708,14.9,5.6,3.3
709,14.9,5.6,3.3
710,14.9,5.6,3.3
711,14.9,5.6,3.3
712,14.9,5.6,3.3
713,14.9,5.6,3.3
714,14.9,5.6,3.3
715,14.9,5.6,3.3
716,14.9,5.6,3.3
717,14.9,5.6,3.3
718,14.9,5.6,3.3
719,14.9,5.6,3.3
720,14.9,5.6,3.3
721,14.9,5.6,3.3
722,14.9,5.6,3.3
723,14.9,5.6,3.3
724,14.9,5.6,3.3
725,14.9,5.6,3.3
726,14.9,5.6,3.3
727,14.9,5.6,3.3
728,14.9,5.6,3.3
729,14.9,5.6,3.3
730,14.9,5.6,3.3
731,14.9,5.6,3.3
732,14.9,5.6,3.3
733,14.9,5.6,3.3
734,14.9,5.6,3.3
735,14.9,5.6,3.3
736,14.9,5.6,3.3
737,14.9,5.6,3.3
738,14.9,5.6,3.3
739,14.9,5.6,3.3
740,14.9,5.6,3.3
741,14.9,5.6,3.3
742,14.9,5.6,3.3
743,14.9,5.6,3.3
744,14.9,5.6,3.3
745,14.9,5.6,3.3
746,14.9,5.6,3.3
747,14.9,5.6,3.3
748,14.9,5.6,3.3
749,14.9,5.6,3.3
750,14.9,5.6,3.3
751,14.9,5.6,3.3
752,14.9,5.6,3.3
753,14.9,5.6,3.3
754,14.9,5.6,3.3
755,14.9,5.6,3.3
756,14.9,5.6,3.3
757,14.9,5.6,3.3
758,14.9,5.6,3.3
759,14.9,5.6,3.3
760,14.9,5.6,3.3
761,14.9,5.6,3.3
762,14.9,5.6,3.3
763,14.9,5.6,3.3
764,14.9,5.6,3.3
765,14.9,5.6,3.3
766,14.9,5.6,3.3
767,14.9,5.6,3.3
768,14.9,5.6,3.3
769,14.9,5.6,3.3
770,14.9,5.6,3.3
771,14.9,5.6,3.3
772,14.9,5.6,3.3
773,14.9,5.6,3.3
774,14.9,5.6,3.3
775,14.9,5.6,3.3
776,14.9,5.6,3.3
777,14.9,5.6,3.3
778,14.9,5.6,3.3
779,14.9,5.6,3.3
780,14.9,5.6,3.3
781,14.9,5.6,3.3
782,14.9,5.6,3.3
783,14.9,5.6,3.3
784,14.9,5.6,3.3
785,14.9,5.6,3.3
786,14.9,5.6,3.3
787,14.9,5.6,3.3
788,14.9,5.6,3.3
789,14.9,5.6,3.3
790,14.9,5.6,3.3
791,14.9,5.6,3.3
792,14.9,5.6,3.3
793,14.9,5.6,3.3
794,14.9,5.6,3.3
795,14.9,5.6,3.3
796,14.9,5.6,3.3
797,14.9,5.6,3.3
798,14.9,5.6,3.3
799,14.9,5.6,3.3
800,14.9,5.6,3.3
801,14.9,5.6,3.3
802,14.9,5.6,3.3
803,14.9,5.6,3.3
804,14.9,5.6,3.3
805,14.9,5.6,3.3
806,14.9,5.6,3.3
807,14.9,5.6,3.3
808,14.9,5.6,3.3
809,14.9,5.6,3.3
810,14.9,5.6,3.3
811,14.9,5.6,3.3
812,14.9,5.6,3.3
813,14.9,5.6,3.3
814,14.9,5.6,3.3
815,14.9,5.6,3.3
816,14.9,5.6,3.3
817,14.9,5.6,3.3
818,14.9,5.6,3.3
819,14.9,5.6,3.3
820,14.9,5.6,3.3
821,14.9,5.6,3.3
822,14.9,5.6,3.3
823,14.9,5.6,3.3
824,14.9,5.6,3.3
825,14.9,5.6,3.3
826,14.9,5.6,3.3
827,14.9,5.6,3.3
828,14.9,5.6,3.3
829,14.9,5.6,3.3
830,14.9,5.6,3.3
831,14.9,5.6,3.3
832,14.9,5.6,3.3
833,10.4,9.3,2.3
834,10.4,9.3,2.3
835,10.4,9.3,2.3
836,10.4,9.3,2.3
837,10.4,9.3,2.3
838,10.4,9.3,2.3
839,10.4,9.3,2.3
840,10.4,9.3,2.3
841,10.4,9.3,2.3
842,10.4,9.3,2.3
843,10.4,9.3,2.3
844,10.4,9.3,2.3
845,10.4,9.3,2.3
846,10.4,9.3,2.3
847,10.4,9.3,2.3
848,10.4,9.3,2.3
849,10.4,9.3,2.3
850,10.4,9.3,2.3
851,10.4,9.3,2.3
852,10.4,9.3,2.3
853,10.4,9.3,2.3
854,10.4,9.3,2.3
855,10.4,9.3,2.3
856,10.4,9.3,2.3
857,10.4,9.3,2.3
858,10.4,9.3,2.3
859,10.4,9.3,2.3
860,10.4,9.3,2.3
861,10.4,9.3,2.3
862,10.4,9.3,2.3
863,10.4,9.3,2.3
864,10.4,9.3,2.3
865,10.4,9.3,2.3
866,10.4,9.3,2.3
867,10.4,9.3,2.3
868,10.4,9.3,2.3
869,10.4,9.3,2.3
870,10.4,9.3,2.3
871,10.4,9.3,2.3
872,10.4,9.3,2.3
873,10.4,9.3,2.3
874,10.4,9.3,2.3
875,10.4,9.3,2.3
876,10.4,9.3,2.3
877,10.4,9.3,2.3
878,10.4,9.3,2.3
879,10.4,9.3,2.3
880,10.4,9.3,2.3
881,10.4,9.3,2.3
882,10.4,9.3,2.3
883,10.4,9.3,2.3
884,10.4,9.3,2.3
885,10.4,9.3,2.3
886,10.4,9.3,2.3
887,10.4,9.3,2.3
888,10.4,9.3,2.3
889,10.4,9.3,2.3
890,10.4,9.3,2.3
891,10.4,9.3,2.3
892,10.4,9.3,2.3
893,10.4,9.3,2.3
894,10.4,9.3,2.3
895,10.4,9.3,2.3
896,10.4,9.3,2.3
897,10.4,9.3,2.3
898,10.4,9.3,2.3
899,10.4,9.3,2.3
900,10.4,9.3,2.3
901,10.4,9.3,2.3
902,10.4,9.3,2.3
903,10.4,9.3,2.3
904,10.4,9.3,2.3
905,10.4,9.3,2.3
906,10.4,9.3,2.3
907,10.4,9.3,2.3
908,10.4,9.3,2.3
909,10.4,9.3,2.3
910,10.4,9.3,2.3
911,10.4,9.3,2.3
912,10.4,9.3,2.3
913,10.4,9.3,2.3
914,10.4,9.3,2.3
915,10.4,9.3,2.3
916,10.4,9.3,2.3
917,10.4,9.3,2.3
918,10.4,9.3,2.3
919,10.4,9.3,2.3
920,10.4,9.3,2.3
921,10.4,9.3,2.3
922,10.4,9.3,2.3
923,10.4,9.3,2.3
924,10.4,9.3,2.3
925,10.4,9.3,2.3
926,10.4,9.3,2.3
927,10.4,9.3,2.3
928,10.4,9.3,2.3
929,10.4,9.3,2.3
930,10.4,9.3,2.3
931,10.4,9.3,2.3
932,10.4,9.3,2.3
933,10.4,9.3,2.3
934,10.4,9.3,2.3
935,10.4,9.3,2.3
936,10.4,9.3,2.3
937,10.4,9.3,2.3
938,10.4,9.3,2.3
939,10.4,9.3,2.3
940,10.4,9.3,2.3
941,10.4,9.3,2.3
942,10.4,9.3,2.3
943,10.4,9.3,2.3
944,10.4,9.3,2.3
945,10.4,9.3,2.3
946,10.4,9.3,2.3
947,10.4,9.3,2.3
948,10.4,9.3,2.3
949,10.4,9.3,2.3
950,10.4,9.3,2.3
951,10.4,9.3,2.3
952,10.4,9.3,2.3
953,10.4,9.3,2.3
954,10.4,9.3,2.3
955,10.4,9.3,2.3
956,10.4,9.3,2.3
957,10.4,9.3,2.3
958,10.4,9.3,2.3
959,10.4,9.3,2.3
960,10.4,9.3,2.3
961,10.4,9.3,2.3
962,10.4,9.3,2.3
963,10.4,9.3,2.3
964,10.4,9.3,2.3
965,10.4,9.3,2.3
966,10.4,9.3,2.3
967,10.4,9.3,2.3
968,10.4,9.3,2.3
969,10.4,9.3,2.3
970,10.4,9.3,2.3
971,10.4,9.3,2.3
972,10.4,9.3,2.3
973,10.4,9.3,2.3
974,10.4,9.3,2.3
975,10.4,9.3,2.3
976,10.4,9.3,2.3
977,10.4,9.3,2.3
978,10.4,9.3,2.3
979,10.4,9.3,2.3
980,10.4,9.3,2.3
981,10.4,9.3,2.3
982,10.4,9.3,2.3
983,10.4,9.3,2.3
984,10.4,9.3,2.3
985,10.4,9.3,2.3
986,10.4,9.3,2.3
987,10.4,9.3,2.3
988,10.4,9.3,2.3
989,10.4,9.3,2.3
990,10.4,9.3,2.3
991,10.4,9.3,2.3
992,10.4,9.3,2.3
993,10.4,9.3,2.3
994,10.4,9.3,2.3
995,10.4,9.3,2.3
996,10.4,9.3,2.3
